url,店舗名,住所,電話番号,営業時間,定休日,席数
https://sasp.mapion.co.jp/b/doutor/info/01011820/,ドトールコーヒーショップ 五反田桜田通り店,東京都品川区西五反田１-３０-２,03-3491-3113,"平　日:
06:45 - 21:00



土曜日:
07:30 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
120


禁煙席:
93


喫煙席:
27"
https://sasp.mapion.co.jp/b/doutor/info/01011822/,ドトールコーヒーショップ 渋谷井の頭通り店,東京都渋谷区宇田川町３６‐６,03-5459-6055,"平　日:
07:30 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:30 - 20:30",なし,"総席数:
64


禁煙席:
46


喫煙席:
18"
https://sasp.mapion.co.jp/b/doutor/info/01011823/,ドトールコーヒーショップ 松戸東口店,千葉県松戸市松戸１２２６-５ 桐林ビル２Ｆ・３Ｆ・４Ｆ,047-366-0402,"平　日:
07:00 - 20:30



土曜日:
07:00 - 20:30



日　祝:
08:00 - 20:00",なし,"総席数:
48


禁煙席:
28


喫煙席:
20"
https://sasp.mapion.co.jp/b/doutor/info/01011824/,ドトールコーヒーショップ 鷺ノ宮店,東京都中野区鷺宮３-１９-５,03-5373-5930,"平　日:
07:00 - 21:00



土曜日:
07:30 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
66


禁煙席:
46


喫煙席:
20"
https://sasp.mapion.co.jp/b/doutor/info/01011826/,ドトールコーヒーショップ 成増アクト店,東京都板橋区成増３‐１１‐３,03-3930-7950,"平　日:
07:30 - 20:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
47


禁煙席:
31


喫煙席:
16"
https://sasp.mapion.co.jp/b/doutor/info/01011828/,ドトールコーヒーショップ 金町北口店,東京都葛飾区東金町１-２４-７,03-5699-5211,"平　日:
07:30 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
107


禁煙席:
70


喫煙席:
37"
https://sasp.mapion.co.jp/b/doutor/info/01011831/,ドトールコーヒーショップ 災害医療センター店,東京都立川市緑町３２５６ 災害医療センター内１F,042-521-1025,"平　日:
08:00 - 19:00



土曜日:
11:00 - 17:00



日　祝:
11:00 - 17:00",なし,"総席数:
28


禁煙席:
28


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01011832/,ドトールコーヒーショップ 下総中山北口店,千葉県船橋市本中山２-１６-１,047-336-0080,"平　日:
07:30 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
74


禁煙席:
52


喫煙席:
22"
https://sasp.mapion.co.jp/b/doutor/info/01011834/,ドトールコーヒーショップ 成田空港第２ターミナルビル店,千葉県成田市古込１-１,0476-34-6867,"平　日:
07:30 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
35


禁煙席:
35


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01011836/,ドトールコーヒーショップ 東十条店,東京都北区東十条４‐５‐２３,03-5959-6355,"平　日:
07:00 - 21:00



土曜日:
07:00 - 21:00



日　祝:
07:30 - 21:00",なし,"総席数:
62


禁煙席:
44


喫煙席:
18"
https://sasp.mapion.co.jp/b/doutor/info/01011842/,ドトールコーヒーショップ 竹田綜合病院店,福島県会津若松市山鹿町３-２７,0242-38-3155,"平　日:
08:30 - 17:30



土曜日:
08:30 - 17:30




備　考:第２，４土曜日は休業


日　祝:
-",日曜、祝日,"総席数:
31


禁煙席:
31


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01011843/,ドトールコーヒーショップ 大手町フィナンシャルシティ店,東京都千代田区大手町１-９-７ フィナンシャルシティサウスタワーＢ１F,03-3281-3330,"平　日:
07:00 - 21:00



土曜日:
08:00 - 17:00



日　祝:
-",日曜、祝日,"総席数:
40


禁煙席:
29


喫煙席:
11"
https://sasp.mapion.co.jp/b/doutor/info/01011845/,ドトールコーヒーショップ さくら店,栃木県さくら市櫻野５０５,028-682-7004,"平　日:
09:00 - 22:00



土曜日:
09:00 - 22:00



日　祝:
09:00 - 22:00",なし,"総席数:
91


禁煙席:
72


喫煙席:
19"
https://sasp.mapion.co.jp/b/doutor/info/01011846/,ドトールコーヒーショップ 早稲田店,東京都新宿区馬場下町１４-１,03-3205-2770,"平　日:
07:30 - 21:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
68


禁煙席:
55


喫煙席:
13"
https://sasp.mapion.co.jp/b/doutor/info/01011848/,ドトールコーヒーショップ 御徒町昭和通り店,東京都台東区上野６‐６‐１,03-5807-2644,"平　日:
07:00 - 21:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
65


禁煙席:
35


喫煙席:
30"
https://sasp.mapion.co.jp/b/doutor/info/01011849/,ドトールコーヒーショップ 札幌狸小路店,北海道札幌市中央区南三条西３-１７-９,011-223-5180,"平　日:
07:30 - 22:00




備　考:ラストオーダーは22時00分。金曜日のみ、ラストオーダーは22時30分、閉店は23時00分。


土曜日:
07:30 - 23:00




備　考:ラストオーダーは22時30分。


日　祝:
07:30 - 22:00




備　考:ラストオーダーは22時00分。",なし,"総席数:
76


禁煙席:
59


喫煙席:
17"
https://sasp.mapion.co.jp/b/doutor/info/01011850/,ドトールコーヒーショップ 町屋駅前店,東京都荒川区荒川７-５０-９ センター町屋１Ｆ,03-3892-2420,"平　日:
07:00 - 21:00



土曜日:
07:00 - 21:00



日　祝:
07:00 - 20:00",なし,"総席数:
46


禁煙席:
37


喫煙席:
9"
https://sasp.mapion.co.jp/b/doutor/info/01011851/,ドトールコーヒーショップ 有楽町日比谷口店,東京都千代田区有楽町１-３-７,03-3504-1821,"平　日:
07:00 - 21:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
32


禁煙席:
23


喫煙席:
9"
https://sasp.mapion.co.jp/b/doutor/info/01011852/,ドトールコーヒーショップ 神保町駅前店,東京都千代田区神田神保町１-１０-１,03-3233-8491,"平　日:
06:45 - 22:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
103


禁煙席:
86


喫煙席:
17"
https://sasp.mapion.co.jp/b/doutor/info/01011854/,ドトールコーヒーショップ 水戸済生会総合病院店,茨城県水戸市双葉台３-３-１０ 水戸済生会総合病院構内,029-252-3001,"平　日:
07:30 - 19:00



土曜日:
10:00 - 17:00



日　祝:
10:00 - 17:00",なし,"総席数:

-

禁煙席:

-

喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01011855/,ドトールコーヒーショップ エムズエクスポ盛岡店,岩手県盛岡市みたけ３-３６-１,019-646-5585,"平　日:
09:00 - 21:30



土曜日:
09:00 - 21:30



日　祝:
09:00 - 21:30",なし,"総席数:
68


禁煙席:
51


喫煙席:
17"
https://sasp.mapion.co.jp/b/doutor/info/01011862/,ドトールコーヒーショップ 祖師ヶ谷大蔵駅店,東京都世田谷区祖師谷１‐７‐１,03-5727-1311,"平　日:
07:00 - 22:00



土曜日:
07:00 - 22:00



日　祝:
07:00 - 22:00",なし,"総席数:
100


禁煙席:
66


喫煙席:
34"
https://sasp.mapion.co.jp/b/doutor/info/01011863/,ドトールコーヒーショップ 国立がん研究センター東病院店,千葉県柏市柏の葉６-５-１,047-131-1100,"平　日:
07:30 - 19:00



土曜日:
11:00 - 19:00



日　祝:
11:00 - 19:00",なし,"総席数:
26


禁煙席:
26


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01011868/,ドトールコーヒーショップ マーレ武蔵浦和店,埼玉県さいたま市南区白幡５-１９-１９,048-845-9233,"平　日:
07:00 - 21:00



土曜日:
07:00 - 21:00



日　祝:
07:30 - 21:00",なし,"総席数:
38


禁煙席:
26


喫煙席:
12"
https://sasp.mapion.co.jp/b/doutor/info/01011871/,ドトールコーヒーショップ ジョイフル本田幸手店,埼玉県幸手市上高野１２５８-１,0480-40-4050,"平　日:
09:00 - 19:00



土曜日:
09:00 - 19:00



日　祝:
09:00 - 19:00",なし,"総席数:

-

禁煙席:

-

喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01011874/,ドトールコーヒーショップ ルミネ池袋店,東京都豊島区西池袋１-１１-１ ルミネ池袋店Ｂ１Ｆ,03-3984-9060,"平　日:
06:30 - 22:30



土曜日:
07:00 - 22:30



日　祝:
07:30 - 22:30",なし,"総席数:
64


禁煙席:
46


喫煙席:
18"
https://sasp.mapion.co.jp/b/doutor/info/01011875/,ドトールコーヒーショップ 東日本橋店,東京都中央区東日本橋２-１-６,03-3863-5011,"平　日:
07:00 - 21:00



土曜日:
08:00 - 19:00



日　祝:
08:00 - 19:00",なし,"総席数:
60


禁煙席:
46


喫煙席:
14"
https://sasp.mapion.co.jp/b/doutor/info/01011876/,ドトールコーヒーショップ リヴィン オズ大泉店,東京都練馬区東大泉２-１０-１１,03-3978-7505,"平　日:
08:30 - 21:00



土曜日:
08:30 - 21:00



日　祝:
08:30 - 21:00",なし,"総席数:
49


禁煙席:
40


喫煙席:
9"
https://sasp.mapion.co.jp/b/doutor/info/01011877/,ドトールコーヒーショップ 横浜北幸店,神奈川県横浜市西区北幸２-５-１７,045-316-0035,"平　日:
07:00 - 21:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
51


禁煙席:
36


喫煙席:
15"
https://sasp.mapion.co.jp/b/doutor/info/01011880/,ドトールコーヒーショップ みなとみらい駅店,神奈川県横浜市西区みなとみらい３-５,045-641-0615,"平　日:
07:30 - 22:00



土曜日:
08:00 - 22:00



日　祝:
08:00 - 22:00",なし,"総席数:
37


禁煙席:
30


喫煙席:
7"
https://sasp.mapion.co.jp/b/doutor/info/01011881/,ドトールコーヒーショップ 北野駅前店,東京都八王子市打越町３４４‐５ クリヤマ北野ビル,042-642-9262,"平　日:
07:00 - 21:00



土曜日:
07:30 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
51


禁煙席:
41


喫煙席:
10"
https://sasp.mapion.co.jp/b/doutor/info/01011882/,ドトールコーヒーショップ アレア品川店,東京都港区港南１-９-３６ アレア品川２Ｆ,03-5460-6133,"平　日:
06:45 - 21:00




備　考:金曜営業時間　6：45-22：00


土曜日:
07:30 - 20:00



日　祝:
08:00 - 20:00




備　考:毎月第３日曜のみ休業",ショッピングセンター休業日,"総席数:
107


禁煙席:
107


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01011883/,ドトールコーヒーショップ 八戸十三日町店,青森県八戸市十三日町１５,0178-47-1156,"平　日:
07:00 - 21:00



土曜日:
07:00 - 21:00



日　祝:
07:00 - 21:00",なし,"総席数:
82


禁煙席:
54


喫煙席:
28"
https://sasp.mapion.co.jp/b/doutor/info/01011884/,ドトールコーヒーショップ ビーンズ戸田公園店,埼玉県戸田市本町４-１５-１ ビーンズ２Ｆ,048-271-9900,"平　日:
07:00 - 23:00



土曜日:
07:00 - 23:00



日　祝:
07:00 - 23:00",なし,"総席数:
84


禁煙席:
67


喫煙席:
17"
https://sasp.mapion.co.jp/b/doutor/info/01011886/,ドトールコーヒーショップ 浅草橋南店,東京都台東区浅草橋１-９-１３,03-3862-4406,"平　日:
06:45 - 21:30



土曜日:
07:00 - 21:00



日　祝:
07:00 - 20:00",なし,"総席数:
72


禁煙席:
48


喫煙席:
24"
https://sasp.mapion.co.jp/b/doutor/info/01011887/,ドトールコーヒーショップ 産業貿易センター店,神奈川県横浜市中区山下町２ 産業貿易センター１Ｆ,045-222-3676,"平　日:
08:00 - 20:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
32


禁煙席:
32


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01011888/,ドトールコーヒーショップ 市立函館病院店,北海道函館市港町１-１０-１ 市立函館病院内,0138-41-3820,"平　日:
08:00 - 18:00



土曜日:
10:00 - 16:00



日　祝:
10:00 - 16:00",なし,"総席数:
16


禁煙席:
16


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01011889/,ドトールコーヒーショップ 竹の塚店,東京都足立区竹の塚６-８-４ ピーくんプラザビル１Ｆ,03-3859-9560,"平　日:
07:30 - 21:30



土曜日:
08:00 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
70


禁煙席:
57


喫煙席:
13"
https://sasp.mapion.co.jp/b/doutor/info/01011891/,ドトールコーヒーショップ 南青山５丁目店,東京都港区南青山５-４-３１,03-5468-5263,"平　日:
07:00 - 20:30



土曜日:
07:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
30


禁煙席:
24


喫煙席:
6"
https://sasp.mapion.co.jp/b/doutor/info/01011892/,ドトールコーヒーショップ 虎ノ門３丁目店,東京都港区虎ノ門３-１８-１２ ステュディオ虎ノ門,03-3435-7328,"平　日:
06:45 - 19:30



土曜日:
08:00 - 16:00



日　祝:
09:00 - 16:00",なし,"総席数:
40


禁煙席:
29


喫煙席:
11"
https://sasp.mapion.co.jp/b/doutor/info/01011896/,ドトールコーヒーショップ 町田ターミナル店,東京都町田市原町田３-１-４,042-728-2625,"平　日:
07:00 - 21:00



土曜日:
07:00 - 21:00



日　祝:
07:00 - 21:00",なし,"総席数:
98


禁煙席:
16


喫煙席:
82"
https://sasp.mapion.co.jp/b/doutor/info/01011897/,ドトールコーヒーショップ 三鷹南口店,東京都三鷹市下連雀３-３５-６,0422-45-1701,"平　日:
07:00 - 21:00



土曜日:
07:00 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
54


禁煙席:
41


喫煙席:
13"
https://sasp.mapion.co.jp/b/doutor/info/01011898/,ドトールコーヒーショップ 江戸川橋新目白通り店,東京都文京区関口１-４７,03-5229-4012,"平　日:
07:00 - 21:00



土曜日:
07:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
56


禁煙席:
42


喫煙席:
14"
https://sasp.mapion.co.jp/b/doutor/info/01011899/,ドトールコーヒーショップ イオンモール幕張新都心店,千葉県千葉市美浜区豊砂１-８ イオン幕張新都心ペットモール　１Ｆ,043-299-0555,"平　日:
09:00 - 21:00



土曜日:
09:00 - 21:00



日　祝:
09:00 - 21:00",ショッピングセンター休業日,"総席数:
100


禁煙席:
100


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01011900/,ドトールコーヒーショップ 羽田空港店,東京都大田区羽田空港３-３-２ 東京モノレール　羽田空港第１旅客ターミナルビル駅Ｂ１コンコース,03-5756-6180,"平　日:
06:30 - 22:00



土曜日:
06:30 - 22:00



日　祝:
06:30 - 22:00",なし,"総席数:
37


禁煙席:
31


喫煙席:
6"
https://sasp.mapion.co.jp/b/doutor/info/01011901/,ドトールコーヒーショップ 甲府岡島店,山梨県甲府市丸の内１-２１-１５,055-235-2202,"平　日:
07:00 - 20:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
52


禁煙席:
37


喫煙席:
15"
https://sasp.mapion.co.jp/b/doutor/info/01011902/,ドトールコーヒーショップ 東戸塚店,神奈川県横浜市戸塚区品濃町５１７-１,045-824-3353,"平　日:
07:00 - 21:00



土曜日:
07:30 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
79


禁煙席:
65


喫煙席:
14"
https://sasp.mapion.co.jp/b/doutor/info/01011903/,ドトールコーヒーショップ 大泉学園北口店,東京都練馬区東大泉１-３０-４ 三幸産業第７ビル１Ｆ,03-3922-1255,"平　日:
07:00 - 22:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
122


禁煙席:
85


喫煙席:
37"
https://sasp.mapion.co.jp/b/doutor/info/01011904/,ドトールコーヒーショップ 神田小川町店,東京都千代田区神田小川町２-２,03-5280-8155,"平　日:
06:45 - 21:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
69


禁煙席:
59


喫煙席:
10"
https://sasp.mapion.co.jp/b/doutor/info/01011905/,ドトールコーヒーショップ 祐天寺店,東京都目黒区祐天寺１‐２３‐２１,03-5722-6788,"平　日:
07:00 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 20:00",なし,"総席数:
50


禁煙席:
39


喫煙席:
11"
https://sasp.mapion.co.jp/b/doutor/info/01011907/,ドトールコーヒーショップ 大久保店,東京都新宿区百人町１‐１７‐７,03-3369-1205,"平　日:
07:00 - 21:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
73


禁煙席:
55


喫煙席:
18"
https://sasp.mapion.co.jp/b/doutor/info/01011908/,ドトールコーヒーショップ 赤羽スズラン通り店,東京都北区赤羽２-１４-１,03-3598-3325,"平　日:
07:30 - 21:00



土曜日:
07:30 - 21:00



日　祝:
08:00 - 20:00",なし,"総席数:
52


禁煙席:
27


喫煙席:
25"
https://sasp.mapion.co.jp/b/doutor/info/01011909/,ドトールコーヒーショップ 浜松町２丁目店,東京都港区浜松町２-６-２ 浜松町２６２ビル１Ｆ,03-3431-9733,"平　日:
06:30 - 20:00



土曜日:
07:30 - 18:30



日　祝:
07:30 - 18:30",なし,"総席数:
64


禁煙席:
30


喫煙席:
34"
https://sasp.mapion.co.jp/b/doutor/info/01011910/,ドトールコーヒーショップ スーパービバホーム春日部店,埼玉県春日部市下柳７６９-１,048-745-1250,"平　日:
09:00 - 20:00




備　考:ラストオーダー　19:30


土曜日:
09:00 - 20:00




備　考:ラストオーダー　19:30


日　祝:
09:00 - 20:00




備　考:ラストオーダー　19:30",ショッピングセンター休業日,"総席数:
56


禁煙席:
56


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01011912/,ドトールコーヒーショップ 能代厚生医療センター店,秋田県能代市落合字上前田地内,0185-52-0260,"平　日:
07:30 - 18:00



土曜日:
10:00 - 16:00



日　祝:
10:00 - 16:00",なし,"総席数:

-

禁煙席:

-

喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01011913/,ドトールコーヒーショップ 南柏店,千葉県柏市南柏１‐１‐１ スキップ南柏３Ｆ,047-141-3307,"平　日:
07:00 - 21:00



土曜日:
07:30 - 21:00



日　祝:
07:30 - 20:00",なし,"総席数:
60


禁煙席:
34


喫煙席:
26"
https://sasp.mapion.co.jp/b/doutor/info/01011918/,ドトールコーヒーショップ 南行徳店,千葉県市川市南行徳１‐２０‐１３ 第２エディフシオ１Ｆ,047-359-1138,"平　日:
07:30 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 20:00",なし,"総席数:
40


禁煙席:
25


喫煙席:
15"
https://sasp.mapion.co.jp/b/doutor/info/01011920/,ドトールコーヒーショップ 成田赤十字病院店,千葉県成田市飯田町９０-１,0476-22-2250,"平　日:
07:30 - 19:00



土曜日:
09:00 - 18:00



日　祝:
09:00 - 18:00",なし,"総席数:
20


禁煙席:
20


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01011922/,ドトールコーヒーショップ 大崎市民病院店,宮城県大崎市古川穂波３-８-１ 大崎市民病院内,0229-22-6687,"平　日:
07:30 - 19:00



土曜日:
09:00 - 18:00



日　祝:
09:00 - 18:00",なし,"総席数:
41


禁煙席:
41


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01011923/,ドトールコーヒーショップ 大宮ラクーン店,埼玉県さいたま市大宮区宮町１-６０ 大宮ＲＡＫＵＵＮ１Ｆ,048-646-0006,"平　日:
07:30 - 22:00



土曜日:
08:00 - 22:00



日　祝:
08:00 - 22:00",なし,"総席数:
60


禁煙席:
47


喫煙席:
13"
https://sasp.mapion.co.jp/b/doutor/info/01011924/,ドトールコーヒーショップ 池袋６０階通り店,東京都豊島区東池袋１-１３-６ 池袋ロクマルビル２F,03-3982-3800,"平　日:
07:00 - 22:00



土曜日:
08:00 - 22:00



日　祝:
08:00 - 22:00",なし,"総席数:
102


禁煙席:
82


喫煙席:
20"
https://sasp.mapion.co.jp/b/doutor/info/01011926/,ドトールコーヒーショップ 吉祥寺公園口店,東京都武蔵野市吉祥寺南町１-８-５,0422-41-2228,"平　日:
07:30 - 22:00



土曜日:
08:00 - 22:00



日　祝:
08:00 - 22:00",なし,"総席数:
97


禁煙席:
86


喫煙席:
11"
https://sasp.mapion.co.jp/b/doutor/info/01011927/,ドトールコーヒーショップ 伊勢佐木町店,神奈川県横浜市中区伊勢佐木町２-１１-１ 登美屋新第一ビル１Ｆ,045-253-3211,"平　日:
07:30 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
104


禁煙席:
86


喫煙席:
18"
https://sasp.mapion.co.jp/b/doutor/info/01011928/,ドトールコーヒーショップ 東大和イトーヨーカドー店,東京都東大和市桜が丘２‐１４２‐１,042-562-0208,"平　日:
09:00 - 21:00



土曜日:
09:00 - 21:00



日　祝:
09:00 - 21:00",なし,"総席数:
75


禁煙席:
56


喫煙席:
19"
https://sasp.mapion.co.jp/b/doutor/info/01011932/,ドトールコーヒーショップ 恵比寿一丁目店,東京都渋谷区恵比寿１-１１-１,03-3447-0502,"平　日:
07:00 - 22:30



土曜日:
08:00 - 22:30



日　祝:
08:00 - 22:00",なし,"総席数:
119


禁煙席:
97


喫煙席:
22"
https://sasp.mapion.co.jp/b/doutor/info/01011933/,ドトールコーヒーショップ 大島駅前店,東京都江東区大島５-３４-３,03-3638-3661,"平　日:
07:00 - 21:00



土曜日:
07:00 - 20:00



日　祝:
07:00 - 20:00",なし,"総席数:
86


禁煙席:
73


喫煙席:
13"
https://sasp.mapion.co.jp/b/doutor/info/01011935/,ドトールコーヒーショップ 小手指西友店,埼玉県所沢市小手指町１-２５-８,04-2925-7525,"平　日:
08:00 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
65


禁煙席:
46


喫煙席:
19"
https://sasp.mapion.co.jp/b/doutor/info/01011938/,ドトールコーヒーショップ コーチャンフォー若葉台店,東京都稲城市若葉台２-９,042-350-7676,"平　日:
09:00 - 22:30




備　考:ラストオーダー　22:00


土曜日:
09:00 - 22:30




備　考:ラストオーダー　22:00


日　祝:
09:00 - 22:30




備　考:ラストオーダー　22:00",なし,"総席数:
220


禁煙席:
179


喫煙席:
41"
https://sasp.mapion.co.jp/b/doutor/info/01011939/,ドトールコーヒーショップ 東久留米東口店,東京都東久留米市東本町２‐１ ウィンベルコーラス東久留米１Ｆ,042-479-7336,"平　日:
07:00 - 21:00



土曜日:
07:30 - 21:00



日　祝:
07:30 - 21:00",なし,"総席数:
44


禁煙席:
30


喫煙席:
14"
https://sasp.mapion.co.jp/b/doutor/info/01011940/,ドトールコーヒーショップ 荻窪駅前店,東京都杉並区上荻１-８-１０,03-3391-2714,"平　日:
07:00 - 21:30



土曜日:
07:30 - 21:30



日　祝:
07:30 - 21:00",なし,"総席数:
40


禁煙席:
20


喫煙席:
20"
https://sasp.mapion.co.jp/b/doutor/info/01011941/,ドトールコーヒーショップ 南浦和駅東口店,埼玉県さいたま市南区南浦和２-３６-１５,048-887-7803,"平　日:
07:00 - 21:00



土曜日:
07:00 - 21:00



日　祝:
07:00 - 21:00",なし,"総席数:
58


禁煙席:
46


喫煙席:
12"
https://sasp.mapion.co.jp/b/doutor/info/01011942/,ドトールコーヒーショップ 池袋グリーン大通り店,東京都豊島区南池袋２‐２９‐１２ ＨＦ池袋ビルディング１Ｆ,03-5957-1443,"平　日:
07:00 - 20:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
38


禁煙席:
25


喫煙席:
13"
https://sasp.mapion.co.jp/b/doutor/info/01011943/,ドトールコーヒーショップ 西武池袋駅店,東京都豊島区南池袋１-２８ 西武池袋駅構内,03-5957-1307,"平　日:
06:30 - 22:45



土曜日:
06:30 - 22:45



日　祝:
06:30 - 22:45",なし,"総席数:
12


禁煙席:
12


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01011944/,ドトールコーヒーショップ 沖縄県立南部医療センター店,沖縄県島尻郡南風原町新川１１８-１ １Ｆ,098-888-5227,"平　日:
06:45 - 19:00



土曜日:
10:00 - 18:00



日　祝:
10:00 - 18:00",なし,"総席数:
30


禁煙席:
30


喫煙席:

-"
https://sasp.mapion.co.jp/b/doutor/info/01011945/,ドトールコーヒーショップ 日本橋本石町店,東京都中央区日本橋本石町４-６-７ 日本橋日銀通りビル,03-3278-4201,"平　日:
06:30 - 21:00



土曜日:
08:00 - 20:00



日　祝:
08:00 - 19:00",なし,"総席数:
104


禁煙席:
84


喫煙席:
20"
https://sasp.mapion.co.jp/b/doutor/info/01011946/,ドトールコーヒーショップ 溜池山王店,東京都港区赤坂１-５-１４,03-3505-0227,"平　日:
07:00 - 20:00



土曜日:
08:00 - 17:00



日　祝:
-",日曜、祝日,"総席数:
81


禁煙席:
66


喫煙席:
15"
https://sasp.mapion.co.jp/b/doutor/info/01011947/,ドトールコーヒーショップ 上野御徒町中央通り店,東京都台東区上野６-１３-６,03-3835-3344,"平　日:
07:00 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:00 - 21:00",なし,"総席数:
64


禁煙席:
49


喫煙席:
15"
https://sasp.mapion.co.jp/b/doutor/info/01011948/,ドトールコーヒーショップ アートヴィレッジ大崎セントラルタワー店,東京都品川区大崎１-２-２,03-3491-2850,"平　日:
07:00 - 20:00



土曜日:
09:00 - 17:00



日　祝:
-",日曜、祝日,"総席数:
39


禁煙席:
25


喫煙席:
14"
https://sasp.mapion.co.jp/b/doutor/info/01011950/,ドトールコーヒーショップ イオン東神奈川店,神奈川県横浜市神奈川区富家町１-１ イオン内,045-434-7086,"平　日:
08:00 - 21:00



土曜日:
08:00 - 21:00



日　祝:
08:30 - 21:00",なし,"総席数:
61


禁煙席:
44


喫煙席:
17"
https://sasp.mapion.co.jp/b/doutor/info/01011952/,ドトールコーヒーショップ 神田中央通り店,東京都千代田区鍛冶町２-６-１,03-3258-3050,"平　日:
06:30 - 21:00




備　考:金曜日営業時間　6：30～22：00


土曜日:
08:00 - 20:00



日　祝:
08:00 - 19:00",なし,"総席数:
99


禁煙席:
78


喫煙席:
21"
https://sasp.mapion.co.jp/b/doutor/info/01011953/,ドトールコーヒーショップ 札幌大通駅店,北海道札幌市中央区大通西３-４,011-221-2710,"平　日:
07:15 - 22:30



土曜日:
07:15 - 22:30



日　祝:
07:15 - 22:00",なし,"総席数:
114


禁煙席:
102


喫煙席:
12"
https://sasp.mapion.co.jp/b/doutor/info/01011954/,ドトールコーヒーショップ 古淵駅前店,神奈川県相模原市南区古淵２-１８-３ 山政第一ビル１Ｆ,042-707-1834,"平　日:
07:00 - 22:30



土曜日:
07:00 - 22:30



日　祝:
08:00 - 21:00",なし,"総席数:
50


禁煙席:
33


喫煙席:
17"
https://sasp.mapion.co.jp/b/doutor/info/01011957/,ドトールコーヒーショップ ふじみ野店,埼玉県富士見市ふじみ野西１-２０-２,049-256-2569,"平　日:
07:00 - 21:00



土曜日:
07:30 - 21:00



日　祝:
07:30 - 21:00",なし,"総席数:
51


禁煙席:
34


喫煙席:
17"
https://sasp.mapion.co.jp/b/doutor/info/01011958/,ドトールコーヒーショップ 三郷駅前店,埼玉県三郷市三郷１-１-１０,048-953-6006,"平　日:
07:00 - 21:00



土曜日:
07:00 - 20:00



日　祝:
08:00 - 20:00",なし,"総席数:
60


禁煙席:
34


喫煙席:
26"
https://sasp.mapion.co.jp/b/doutor/info/01011959/,ドトールコーヒーショップ 錦糸町錦糸公園前店,東京都墨田区錦糸３-４-９ 錦糸ツムラ３ビル,03-3622-3108,"平　日:
07:00 - 22:00



土曜日:
07:30 - 22:00



日　祝:
08:00 - 21:00",なし,"総席数:
88


禁煙席:
68


喫煙席:
20"
